���authors,#formats,#genre,isbn,pubdate,title
Alistair & MacLean,,Fiction,9.78045E+12,1981-12-11T23:22:22-08:00,Goodbye California
Alyssa B. Sheinmel,,Fiction:Young Adult,9.78038E+12,2010-05-11T00:22:37-07:00,The Beautiful Between
Anita Shreve,,Fiction,9.78032E+12,2005-10-10T00:22:52-07:00,A Wedding in December: A Novel
Anne Argula,,Mystery,9.78193E+12,2005-08-15T00:23:05-07:00,Homicide My Own
Arthur C. Clarke,,Science-Fiction,9.78014E+12,1986-09-25T00:23:17-07:00,Dolphin Island
Barbara Park & Denise Brunkus,,Children's Books,9.78068E+12,1996-10-28T23:23:33-08:00,Junie B. Jones Loves Handsome Warren
Barbara Park & Denise Brunkus,,Children's Books,9.78068E+12,1997-06-01T00:23:47-07:00,Junie B. Jones Is Not a Crook
Cate Noble,,Romance,,2011-01-31T02:00:00-08:00,Deadly Games
China Mi̩ville,,Fiction,9.78035E+12,2009-05-26T00:24:08-07:00,The City & the City
Earlene Fowler,,Mystery,9.78043E+12,2001-03-31T23:24:19-08:00,Seven Sisters
Eric Lamet,,Autobiography,9.78144E+12,2010-12-13T23:24:33-08:00,A Child Al Confino: The True Story of a Jewish Boy and His Mother in Mussolini's Italy
Jane Smiley,,Fiction:Historical,9.7814E+12,2005-02-14T23:25:05-08:00,The Greenlanders
Jay Dobyns & Nils Johnson-Shelton,,True Crime,9.78031E+12,2010-02-01T23:25:20-08:00,No Angel: My Harrowing Undercover Journey to the Inner Circle of the Hells Angels
Jerome R. Corsi,,Fiction:Religous,9.78144E+12,2010-04-13T00:25:46-07:00,The Shroud Codex
Jesse Petersen,,Contemporary,9.78032E+12,2011-01-02T23:26:04-08:00,Flip This Zombie
Larry Niven,,Science-Fiction,9.78077E+12,2006-11-27T23:26:21-08:00,The Draco Tavern
Marcus Chown,,Science,9.78057E+12,2008-11-30T23:26:38-08:00,Quantum Theory Cannot Hurt You: A Guide to the Universe
Marlon Brando & Robert Lindsey,,Autobiography,9.78068E+12,1994-09-03T00:27:03-07:00,Brando: Songs My Mother Taught Me
Randy Wayne White,,Fiction:Suspense,9.78043E+12,2010-02-22T23:27:22-08:00,Dead Silence
Robert Crais,,Mystery,9.78039E+12,2003-02-14T23:27:36-08:00,The Last Detective
Robert Anson Heinlein,,Science-Fiction,9.78044E+12,1987-04-15T00:27:51-07:00,I Will Fear No Evil
Robert A. Heinlein,,Science-Fiction,9.78044E+12,1988-02-14T23:28:08-08:00,Time Enough for Love: The Lives of Lazarus Long
Ruth Rendell,,Mystery,9.78038E+12,2000-07-11T00:28:34-07:00,Shake Hands Forever
Ruth Rendell,,Mystery,9.78038E+12,2000-07-11T00:28:46-07:00,A Sleeping Life
Ruth Rendell,,Mystery,9.78009E+12,1985-02-14T23:29:06-08:00,An Unkindness of Ravens
Sidney Sheldon,,Fiction:Thriller,9.78069E+12,1998-10-07T00:29:26-07:00,Tell Me Your Dreams
Sidney Sheldon,,Fiction:Thriller,9.78069E+12,1987-02-09T23:29:43-08:00,Windmills of the Gods
Bill Buford,,"food, Autobiography",9.78039E+12,2007-06-26T00:30:02-07:00,"Heat: An Amateur's Adventures as Kitchen Slave, Line Cook, Pasta-Maker, and Apprentice to a Dante-Quoting Butcher in Tuscany"
David Vann,,Fiction,9.78006E+12,2010-12-21T23:30:14-08:00,Caribou Island: A Novel
David Vann,,Fiction,9.78006E+12,2010-02-28T23:30:29-08:00,Sukkwan Island: A Novella From Legend of a Suicide
Shelby Foote,,History,9.78039E+12,1986-02-14T23:30:42-08:00,"The Civil War, a Narrative: Fort Sumter to Perryville"
Shelby Foote,,History,9.78039E+12,1986-02-14T23:30:59-08:00,"The Civil War, a Narrative: Red River to Appomattox"
Shelby Foote,,History,9.78031E+12,2011-01-26T02:00:00-08:00,"The Civil War, a Narrative: Shelby Foote"
James Lovegrove,,Science-Fiction,,2011-01-24T02:00:00-08:00,The Age of Odin
Elle Jasper,,Fantasy:Vampires,9.78045E+12,2010-11-01T23:46:33-07:00,Afterlight
Max Frei & Polly Gannon,,Fantasy:Detective,9.78159E+12,2011-01-03T22:46:48-08:00,The Stranger
Wilbert Rideau,,Autobiography,9.78185E+12,2011-02-28T22:47:04-08:00,In the Place of Justice: A Story of Punishment and Deliverance
Piers Anthony,,Science-Fiction,9.78035E+12,1987-08-11T23:47:31-07:00,Blue Adept
Piers Anthony,,Science-Fiction,9.78038E+12,1992-03-14T22:47:45-08:00,Firefly
Piers Anthony,,Science-Fiction,9.78035E+12,1986-03-11T22:48:00-08:00,Juxtaposition
Piers Anthony,,Science-Fiction,9.78044E+12,1988-03-31T22:48:16-08:00,Out of Phaze
Piers Anthony,,Science-Fiction,9.78044E+12,1991-02-14T22:48:33-08:00,Phaze Doubt
Piers Anthony,,Science-Fiction,9.78044E+12,2004-11-28T22:48:51-08:00,Robot Adept
Piers Anthony,,Science-Fiction,9.78035E+12,1987-10-11T23:49:10-07:00,Split Infinity
Piers Anthony,,Science-Fiction,9.78044E+12,1989-12-31T22:49:26-08:00,Unicorn Point
David Shapard & Jane Austen,,classics,9.78192E+12,2008-11-23T22:49:45-08:00,The Annotated Pride and Prejudice
Martin Dunford & Phil Lee & Karoline Thomas,,"Travel, Reference",9.78185E+12,2010-01-03T22:50:03-08:00,The Rough Guide to Amsterdam
Addison Wiggin & Kate Incontrera & Dorianne Perrucci,,Politics,,2008-09-08T21:00:00-07:00,I.O.U.S.A
G. Ip & Mohamed El-Erian,,Non-fiction,9.78047E+12,2010-09-06T23:50:25-07:00,The Little Book of Economics: How the Economy Works in the Real World
George Tenet & Bill Harlow,,"Autobiography, Politics",9.78006E+12,2007-02-14T22:50:49-08:00,At the Center of the Storm: My Years at the CIA
Mark Logue & Peter Conradi,,Autobiography,9.78086E+12,2010-11-30T22:51:15-08:00,The King's Speech
Michael Harney,,food,9.78159E+12,2008-10-06T23:51:31-07:00,The Harney & Sons Guide to Tea
Jerry Levitan,,Autobiography,9.78006E+12,2009-05-11T23:51:49-07:00,I Met the Walrus: How One Day With John Lennon Changed My Life Forever
Neil White,,Autobiography,9.78006E+12,2010-05-31T23:52:12-07:00,In the Sanctuary of Outcasts: A Memoir
Masanobu Fukuoka & Larry Korn & Wendell Berry & Frances Moore Lappe,,food,9.78159E+12,2009-06-01T23:52:28-07:00,The One-Straw Revolution: An Introduction to Natural Farming
Peter Carey,,"Autobiography, Travel",9.7816E+12,2008-10-06T23:52:51-07:00,30 Days in Sydney: A Wildly Distorted Account
Robert Clark,,History,9.78077E+12,2008-10-06T23:53:19-07:00,Dark Water: Flood and Redemption in the City of Masterpieces
Sidney Sheldon,,Fiction:Suspense,9.78069E+12,1992-02-14T22:55:42-08:00,The Stars Shine Down
Noah Boyd,,Fiction:Suspense,9.78006E+12,2010-07-21T23:56:01-07:00,Agent X
Mark Hodder,,Fantasy:Detective,9.78162E+12,2010-08-31T23:56:14-07:00,The Strange Affair of Spring Heeled Jack
Manjit Kumar,,Science,9.78039E+12,2010-05-23T23:56:41-07:00,"Quantum: Einstein, Bohr and the Great Debate About the Nature of Reality"
Julian Hawthorne,,Mystery,9.78142E+12,2004-06-29T23:57:05-07:00,Ken's Mystery
John Burdett,,Fiction:Detective,9.7814E+12,2008-06-09T23:57:32-07:00,Bangkok Haunts
James Clavell,,Fiction:Historical,9.78044E+12,1986-08-31T23:57:46-07:00,Sh��gun: A Novel of Japan
Iyanla Vanzant,,Autobiography,9.78068E+12,1999-09-16T23:57:59-07:00,"Yesterday, I Cried: Celebrating the Lessons of Living and Loving"
George P. Pelecanos,,Fiction:Detective,9.78032E+12,2004-02-14T22:58:24-08:00,Hard Revolution: A Novel
George P. Pelecanos,,Fiction:Detective,9.78032E+12,2001-02-14T22:58:41-08:00,Right as Rain: A Novel
Dick Morris & Eileen McGann,,Politics,9.78006E+12,2010-06-21T23:58:53-07:00,Catastrophe
Dashiell Hammett,,Fiction:Detective,9.78068E+12,1929-02-14T22:59:07-08:00,Red Harvest
Cormac McCarthy,,Fiction,9.78031E+12,2006-02-14T22:59:19-08:00,The Sunset Limited: A Novel in Dramatic Form
Barbara Park & Denise Brunkus,,Children's Books,9.78068E+12,1997-09-15T23:59:39-07:00,Junie B. Jones Is a Party Animal
Alan Dean Foster,,Science-Fiction,9.78185E+12,2009-04-27T23:59:52-07:00,Terminator Salvation: The Official Movie Novelization
Alan Dean Foster,,Science-Fiction,9.78035E+12,2008-07-29T00:00:13-07:00,Exceptions to Reality: Stories
Tony Barnstone & Ping Chou,,Poetry,9.78039E+12,2005-02-14T23:00:25-08:00,The Anchor Book of Chinese Poetry
James Sullivan,,Autobiography,9.78031E+12,2010-01-10T23:00:38-08:00,Seven Dirty Words: The Life and Crimes of George Carlin
George Carlin,,Non-fiction:Humor,9.78079E+12,2002-04-10T00:00:54-07:00,Napalm and Silly Putty
Anderson Cooper,,Non-fiction,9.78006E+12,2007-04-26T00:01:09-07:00,"Dispatches From the Edge: A Memoir of War, Disasters, and Survival"
John & Benson Milius,,Science-Fiction,9.78035E+12,2011-02-12T02:00:00-08:00,Homefront
Sharon Salzberg,,Self-Help,,2011-01-28T02:00:00-08:00,Real Happiness
Stephen Hunt,,Fantasy,9.78077E+12,2009-03-30T03:00:00-07:00,The Court of the Air
Stephen Hunt,,Fantasy,9.78077E+12,2010-04-30T03:00:00-07:00,The Kingdom Beyond the Waves
Keith R. A. DeCandido,,"Horror, Science-Fiction",9.78074E+12,2004-09-01T00:02:09-07:00,Apocalypse
Keith R. A. DeCandido,,"Horror, Science-Fiction",9.78142E+12,2007-07-31T00:02:21-07:00,Resident Evil: Extinction
Keith R. A. DeCandido,,"Horror, Science-Fiction",9.78074E+12,2004-06-29T00:02:34-07:00,Genesis
Karen Russell,,Fantasy,9.7801E+12,2008-08-06T03:00:00-07:00,St Lucy's Home for Girls Raised by Wolves
David Pietrusza,,True Crime,9.78079E+12,2004-08-08T21:20:07-07:00,"Rothstein: The Life, Times, and Murder of the Criminal Genius Who Fixed the 1919 World Series"
Meri Raffetto,,food,9.78047E+12,2010-01-25T20:20:44-08:00,The Glycemic Index Diet for Dummies
Scott Heim,,Contemporary,9.78006E+12,2005-02-14T20:21:06-08:00,Mysterious Skin
Rob Thompson,,food,9.78007E+12,2006-03-01T20:15:24-08:00,The Glycemic Load Diet: A Powerful New Program for Losing Weight and Reversing Insulin Resistance
Tim Burke & Michael Burke,,Travel,9.78031E+12,2006-05-01T21:15:55-07:00,Die Happy: 499 Things Every Guy's Gotta Do While He Still Can
Simon Holt,,Fiction:Young Adult,9.78032E+12,2008-08-31T21:16:16-07:00,The Devouring
Ruth Rendell,,Fantasy:Detective,9.78031E+12,2008-06-09T21:16:30-07:00,Not in the Flesh: A Wexford Novel
Rob Reger & Jessica Gruner & Buzz Parker,,Fiction:Young Adult,9.78006E+12,2010-03-29T03:00:00-07:00,Emily the Strange: Stranger and Stranger
Rob Reger & Jessica Gruner,,Fiction:Young Adult,9.78006E+12,2009-05-21T03:00:00-07:00,Emily the Strange: The Lost Days
M. C. Beaton,,Mystery:Historical,9.78185E+12,2010-09-30T21:17:38-07:00,Snobbery With Violence
M. C. Beaton,,Mystery:Historical,9.78185E+12,2010-10-31T21:17:54-07:00,Sick of Shadows
Kim Edwards,,Contemporary,9.78067E+12,2011-01-04T02:00:00-08:00,The Lake of Dreams
Justine Larbalestier,,Fiction:Young Adult,9.78174E+12,2009-02-28T02:00:00-08:00,How to Ditch Your Fairy
Justina Chen Headley,,Fiction:Young Adult,9.78032E+12,2009-01-31T20:18:50-08:00,North of Beautiful
"Gould, Judith",,Fiction,,2011-01-10T02:00:00-08:00,Dazzle the Complete Unabridged Trilogy
Emma Donoghue,,Fiction:Historical,9.78016E+12,2002-04-30T21:19:08-07:00,Slammerkin
Edward Rutherfurd,,Fiction:Historical,9.7808E+12,1992-10-23T03:00:00-07:00,Russka: The Novel of Russia
Edward Rutherfurd,,Fiction:Historical,9.7801E+12,2002-10-28T02:00:00-08:00,London
Carlo Emilio Gadda & Italo Calvino & William Weaver,,Contemporary,9.78159E+12,2007-02-26T20:19:50-08:00,That Awful Mess on the via Merulana
T. J. Stiles,,"Autobiography, History",9.7814E+12,2010-04-19T23:02:01-07:00,The First Tycoon: The Epic Life of Cornelius Vanderbilt
Kristin Naca,,Poetry,9.78006E+12,2009-09-17T03:00:00-07:00,Bird Eating Bird: Poems
Raymond Chandler,,Mystery,9.78039E+12,1988-02-14T22:02:29-08:00,Playback
Elizabeth Bear; Sarah Monette,,Short Stories,,2011-02-09T02:00:00-08:00,Boojum
Felix Gilman,,Short Stories,,2007-10-28T03:00:00-07:00,Lightbringers and Rainmakers
Cherie Priest,,Short Stories,,2011-02-13T02:00:00-08:00,Tanglefoot: A Story of the Clockwork Century
"Anders, Charlie Jane",,Short Stories,,2011-02-01T02:00:00-08:00,The Fermi Paradox Is Our Business Model
Shirley Jackson,,Short Stories,9.78158E+12,2008-01-14T22:07:25-08:00,The Lottery
Robin Sloan,,Short Stories,,2010-10-28T03:00:00-07:00,The Writer and the Witch
Heather Terrell,,Fiction:Young Adult,9.78006E+12,2010-12-27T22:22:29-08:00,Fallen Angel
Daniel Wood,,Short Stories,9.7816E+12,2007-08-08T03:00:00-07:00,Rosie Little's Cautionary Tales for Girls
Anais Nin,,Short Stories,9.78055E+12,1983-04-30T03:00:00-07:00,Delta of Venus
Pema Ch̦dr̦n,,Self-Help,9.78159E+12,2009-09-08T03:00:00-07:00,Taking the Leap: Freeing Ourselves From Old Habits and Fears
Douglas Perednia,,Politics,9.78013E+12,2011-02-04T02:00:00-08:00,Stop the Bleeding: How to Save Trillions by Overhauling America's Healthcare Machine
Andr̩ Kukla,,Self-Help,9.78039E+12,2007-07-31T03:00:00-07:00,Mental Traps: The Overthinker's Guide to a Happier Life
Marc Cerasini,,Fiction:Thriller,9.78006E+12,2005-09-15T03:00:00-07:00,Operation Hell Gate
John Whitman,,Fiction:Thriller,9.78006E+12,2005-10-06T03:00:00-07:00,Veto Power
John Whitman,,Fiction:Thriller,9.78185E+12,2007-11-05T00:20:38-08:00,Cat's Claw
Marc Cerasini,,Fiction:Thriller,9.78006E+12,2007-02-08T00:21:10-08:00,Vanishing Point
John Whitman,,Fiction:Thriller,9.78185E+12,2008-01-06T02:00:00-08:00,Chaos Theory
Marc Cerasini,,Fiction:Thriller,9.78006E+12,2008-02-07T00:21:46-08:00,Collateral Damage
Raymond Chandler,,Mystery,9.78039E+12,1988-02-15T10:00:26-08:00,The Little Sister
Max Lucado,,Religon,9.78085E+12,1996-03-21T10:00:48-08:00,The Applause of Heaven
Various,,Short Stories,9.78055E+12,2007-03-01T02:00:00-08:00,The Sun Book of Short Stories
Chris Jericho,,Autobiography,9.78075E+12,2008-11-13T02:00:00-08:00,A Lion's Tale: Around the World in Spandex
Zoran �_ivkovi�� & Mary Popovi��,,Science-Fiction,9.78189E+12,2004-02-29T02:00:00-08:00,The Fourth Circle
Zohra Greenhalgh,,Science-Fiction,9.78044E+12,1989-03-31T02:00:00-08:00,Contrarywise
Zorha Greenhalgh,,Science-Fiction,9.78044E+12,1989-10-15T03:00:00-07:00,Trickster's Touch
Zoe Archer & Archer,,Romance:Fantasy,9.78142E+12,2010-09-07T03:00:00-07:00,Warrior
Zoe Archer & Archer,,Romance:Fantasy,9.78142E+12,2010-10-05T02:09:58-07:00,Scoundrel
Zoe Archer & Archer,,Romance:Fantasy,9.78142E+12,2010-11-02T02:12:14-07:00,Rebel
Zoe Archer & Archer,,Romance:Fantasy,9.78142E+12,2010-12-01T01:09:38-08:00,Stranger
Z.A. Recht & Bowie Ibarra,,Horror,9.78144E+12,2009-12-29T01:16:09-08:00,Plague of the Dead: The Morningstar Saga
Yvonne Navarro,,Fantasy:Detective,9.78144E+12,2010-10-26T02:18:00-07:00,Highborn
Yasmine Galenorn,,Romance:Paranormal,9.78052E+12,2010-06-29T02:20:46-07:00,Night Myst
Yasmine Galenorn,,Romance:Paranormal,9.78043E+12,2009-04-25T23:11:07-07:00,Witchling
Yasmine Galenorn,,Romance:Paranormal,9.78043E+12,2009-04-25T23:11:07-07:00,Changeling
Yasmine Galenorn,,Romance:Paranormal,9.78043E+12,2009-04-25T23:11:08-07:00,Darkling
Yasmine Galenorn,,Romance:Paranormal,9.78043E+12,2009-04-25T23:11:09-07:00,Dragon Wytch
Yasmine Galenorn,,Romance:Paranormal,9.78043E+12,2009-04-25T23:11:09-07:00,Night Huntress
Yasmine Galenorn,,Romance:Paranormal,9.78043E+12,2009-06-02T23:42:23-07:00,Demon Mistress
Yasmine Galenorn,,Romance:Paranormal,9.78043E+12,2010-01-04T02:00:00-08:00,Bone Magic
Yasmine Galenorn,,Romance:Paranormal,9.78052E+12,2010-10-14T21:00:00-07:00,Harvest Hunting
Yasmine Galenorn,,Romance:Paranormal,9.78043E+12,2011-02-19T01:19:57-08:00,Blood Wyne
Winston K. Marks,,Science-Fiction,,2010-04-22T09:28:46-07:00,Breeder Reaction
Winston K. Marks,,Science-Fiction,,2010-04-23T07:50:14-07:00,The Water Eater
Winston K. Marks,,Science-Fiction,,2010-04-29T05:46:27-07:00,Unbegotten Child
William W. Stuart,,Science-Fiction,,2010-01-25T02:00:00-08:00,The Real Hard Sell
William W. Johnstone,,Horror,9.78079E+12,1999-10-01T03:00:00-07:00,The Devil's Kiss
William W. Johnstone,,Horror,9.78079E+12,1990-04-01T03:00:00-07:00,The Devil's Cat
William Tenn,,Science-Fiction,9.78189E+12,2001-09-14T22:00:00-07:00,Here Comes Civilization: The Complete Science Fiction of William Tenn Volume II
William Sleator,,Science-Fiction,9.78144E+12,2008-08-11T03:00:00-07:00,House of Stairs
William R. Forstchen,,Science-Fiction,9.78045E+12,1992-12-14T21:00:00-08:00,Fateful Lightning
William R. Forstchen,,Science-Fiction,9.78045E+12,1998-01-11T21:00:00-08:00,Never Sound Retreat
William Horwood,,Science-Fiction,9.78001E+12,1992-10-22T03:00:00-07:00,Duncton Tales
William Goldman,,classics,9.78016E+12,2007-10-01T03:00:00-07:00,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure
G. Williams & Sir William Golding,,Fantasy,9.78035E+12,1971-10-12T03:00:00-07:00,"Sometime, Never"
Jeremy Clarkson,,Non-fiction:Humor,9.78072E+12,2010-10-25T10:31:41-07:00,How Hard Can It Be?
Jack N. Rakove,,classics,9.78159E+12,2006-04-01T02:00:00-08:00,Founding America: Documents From the Revolution to the Bill of Rights
Frederick Douglass & Brent Hayes Edwards,,classics,9.78159E+12,2005-01-30T02:00:00-08:00,My Bondage and My Freedom
Ernest Hemingway,,"classics, Short Stories",9.78068E+12,1998-08-03T10:28:04-07:00,The Complete Short Stories of Ernest Hemingway
W. E. B. Du Bois & Farah Jasmine Griffin,,classics,9.78159E+12,2005-01-06T02:00:00-08:00,The Souls of Black Folk
Henry James,,classics,9.78159E+12,2011-02-19T02:00:00-08:00,The Bostonians
Kate Chopin & Rachel Adams,,classics,9.78159E+12,2005-03-28T02:00:00-08:00,The Awakening and Selected Short Fiction
James Fenimore Cooper,,classics,9.78159E+12,2010-08-06T03:00:00-07:00,The Deerslayer
Owen Wister,,classics,9.78159E+12,2011-02-19T02:00:00-08:00,The Virginian
Tracy Daugherty,,Autobiography,9.78031E+12,2010-02-02T09:28:48-08:00,Hiding Man: A Biography of Donald Barthelme
Brad Taylor,,Fiction:War,9.78053E+12,2011-02-17T09:29:22-08:00,One Rough Man
Eric Schlosser,,food,9.78014E+12,2007-09-06T03:00:00-07:00,Fast Food Nation
John Berendt,,Fiction:Legal,9.78068E+12,1994-02-15T09:31:00-08:00,Midnight in the Garden of Good and Evil: A Savannah Story
Andrea Portes,,Fiction,9.78193E+12,2007-05-01T03:00:00-07:00,Hick
Allan Folsom,,Fiction:Thriller,9.78077E+12,2010-11-29T23:19:09-08:00,The Hadrian Memorandum
Truman Capote & John Berendt,,Fiction,9.78068E+12,2004-02-14T23:19:28-08:00,"Other Voices, Other Rooms"
Thea von Harbou,,Science-Fiction,9.78093E+12,2008-01-14T02:00:00-08:00,Metropolis
Stephen Frey,,Fiction:Suspense,9.78035E+12,2007-01-15T02:00:00-08:00,The Successor
Stephen Frey,,Fiction:Suspense,9.78035E+12,2006-07-25T00:21:01-07:00,The Power Broker
John Jackson Miller,,Science-Fiction:Star Wars,9.78035E+12,2011-02-21T23:21:21-08:00,Star Wars: Knight Errant
Philip Roth,,Fiction,9.78068E+12,1994-02-14T02:00:00-08:00,Portnoy's Complaint
Michael Byrnes,,Fiction:Suspense,9.78185E+12,2011-03-15T00:22:06-07:00,The Genesis Plague
Keith Baker,,Fantasy,9.78079E+12,2010-04-20T03:00:00-07:00,The Gates of Night: The Dreaming Dark
Keith Baker,,Fantasy,9.78079E+12,2010-04-20T03:00:00-07:00,The Shattered Land: The Dreaming Dark
Keith Baker,,Fantasy,9.78079E+12,2010-04-06T03:00:00-07:00,City of Towers: The Dreaming Dark
John Updike,,Short Stories,9.78014E+12,2011-03-28T03:00:00-07:00,Rich in Russia
James Patterson,,Fiction:Young Adult,9.78032E+12,2011-02-13T23:37:02-08:00,Angel: A Maximum Ride Novel
Italo Calvino & Martin McLaughlin,,Autobiography,9.78038E+12,2004-08-10T00:37:18-07:00,Hermit in Paris: Autobiographical Writings
F. Scott Fitzgerald,,classics,9.78159E+12,2007-02-04T02:00:00-08:00,This Side of Paradise
Don Bassingthwaite,,Fantasy,9.78079E+12,2010-05-31T03:00:00-07:00,The Tyranny of Ghosts: Legacy of Dhakaan
Don Bassingthwaite,,Fantasy,9.78079E+12,2009-08-31T03:00:00-07:00,Word of Traitors: Legacy of Dhakaan
Don Bassingthwaite,,Fantasy,9.78079E+12,2010-01-25T02:00:00-08:00,The Doom of Kings: Legacy of Dhakaan
Diane Chamberlain,,Fiction,9.78078E+12,2009-04-01T00:38:34-07:00,The Courage Tree
David Trueba & Mara Faye Lethem,,Fiction,9.78159E+12,2010-06-22T00:38:48-07:00,Learning to Lose
David Rakoff,,Non-fiction:Humor,9.78039E+12,2005-09-20T00:39:02-07:00,Don't Get Too Comfortable
David Lebovitz,,"food, Travel",9.78077E+12,2009-05-05T00:39:14-07:00,The Sweet Life in Paris: Delicious Adventures in the World's Most Glorious - and Perplexing - City
Cormac McCarthy,,Fiction,9.78031E+12,1993-02-14T02:00:00-08:00,Outer Dark
Anthony Horowitz,,Fiction:Young Adult,9.78014E+12,2007-04-10T03:00:00-07:00,Ark Angel
Annie Groves,,Fiction:Historical,9.78001E+12,2007-08-01T03:00:00-07:00,The Grafton Girls
Alex Scarrow,,Fiction:Young Adult,9.78014E+12,2010-08-30T03:00:00-07:00,Day of the Predator
Adam Foulds,,Fiction:Historical,9.78014E+12,2010-06-29T00:40:17-07:00,The Quickening Maze
A. Bertram Chandler,,Science-Fiction,207116075,2007-05-31T03:00:00-07:00,To Prime the Pump
A. Bertram Chandler,,Science-Fiction,441731007,2007-05-31T03:00:00-07:00,The Road to the Rim
A. Bertram Chandler,,Science-Fiction,441370624,2007-05-31T03:00:00-07:00,The Inheritors
A. Bertram Chandler,,Science-Fiction,441317553,2007-05-31T03:00:00-07:00,The Hard Way Up
A. Bertram Chandler,,Science-Fiction,9.78088E+12,1979-02-14T02:00:00-08:00,The Broken Cycle
A. Bertram Chandler & Bertram A. Chandler,,Science-Fiction,9.78088E+12,1982-03-14T02:00:00-08:00,The Big Black Mark
A. Bertram Chandler,,Science-Fiction,441115551,2007-05-31T03:00:00-07:00,Spartan Planet
Cormac McCarthy,,Fiction,9.78068E+12,1999-05-24T03:00:00-07:00,Cities of the Plain
Matthew B. Crawford,,Non-fiction,9.78014E+12,2010-04-26T17:32:16-07:00,Shop Class as Soulcraft: An Inquiry Into the Value of Work
Margaret Weis & Tracy Hickman,,Fantasy,9.78055E+12,1987-11-30T16:33:05-08:00,Forging the Darksword
Margaret Weis & Tracy Hickman,,Fantasy,9.78055E+12,1988-04-30T17:33:44-07:00,Doom of the Darksword
Margaret Weis & Tracy Hickman,,Fantasy,9.78055E+12,1997-03-31T02:00:00-08:00,Triumph of the Darksword
Margaret Weis & Tracy Hickman,,Fantasy,9.78055E+12,1998-05-31T17:34:51-07:00,Legacy of the Darksword
Edwidge Danticat,,Mystery,9.78162E+12,2010-10-19T03:00:00-07:00,Haiti Noir
Melody Carlson,,Fiction:Religous,9.78031E+12,2010-03-23T03:00:00-07:00,Crystal Lies
Matthew Reilly,,Fiction:Thriller,9.78033E+12,2009-12-31T17:05:45-08:00,Ice Station
Matthew Reilly,,Fiction:Thriller,9.78033E+12,2006-02-14T02:00:00-08:00,Seven Ancient Wonders
Helen Ellis,,Fiction:Young Adult,9.7814E+12,2010-04-30T18:07:23-07:00,What Curiosity Kills
Jonathan Strahan,,"Short Stories, Science-Fiction",9.78191E+12,2010-12-28T02:00:00-08:00,Engineering Infinity
Stan Berenstain,,Children's Books,978-0-375-98256-9,2011-01-26T02:00:00-08:00,The Berenstain Bears and Too Much Teasing
Will Osborne,,Children's Books,9.78059E+12,1988-11-15T02:00:00-08:00,13 Ghosts: Strange but True Stories
Wilbur Smith,,Science-Fiction,9.78031E+12,2008-02-04T21:00:00-08:00,Warlock
Whitley Strieber,,Science-Fiction,9.78077E+12,2008-06-30T18:45:33-07:00,2012: The War for Souls
Whitley Strieber,,Horror,9.78074E+12,2001-06-14T18:46:11-07:00,The Hunger
Whitley Strieber,,Horror,9.78074E+12,2001-08-14T18:46:53-07:00,The Last Vampire
Whitley Strieber,,Horror,9.78074E+12,2002-10-14T18:47:26-07:00,Lilith's Dream: A Tale of the Vampire Life
Whitley Strieber,,Horror,9.78043E+12,1990-09-30T18:48:04-07:00,Majestic
Whitley Strieber,,Horror,9.78067E+12,1983-06-14T03:00:00-07:00,The Night Church
Whitley Strieber,,Fiction:Suspense,9.78077E+12,2010-06-21T18:49:09-07:00,The Omega Point
Whitley Strieber,,Horror,9.78081E+12,1991-02-28T17:49:39-08:00,The Wild
Whitley Strieber,,Horror,9.78055E+12,1981-02-14T02:00:00-08:00,The Wolfen
Wen Spencer,,Fantasy,9.78079E+12,2009-04-25T03:00:00-07:00,A Brother's Price
Wen Spencer,,Science-Fiction,9.78142E+12,2009-04-25T03:00:00-07:00,Endless Blue
Wen Spencer,,Fantasy,9.78074E+12,2004-11-30T02:00:00-08:00,Tinker
Wen Spencer,,Fantasy,9.78142E+12,2007-10-30T03:00:00-07:00,Wolf Who Rules
Wayne Simmons,,Horror,9.78191E+12,2010-04-29T23:00:00-07:00,Flu
Walter Knight,,Science-Fiction,,2011-02-20T22:22:15-08:00,Feeling Lucky
Walter Knight,,Science-Fiction,,2011-02-20T22:22:15-08:00,Reenlistment
Walter Knight,,Science-Fiction,,2011-02-20T22:22:15-08:00,Silent Invasion
Walter Knight,,Science-Fiction,,2011-02-20T22:22:16-08:00,Demilitarized Zone
Walter Knight,,Science-Fiction,,2011-02-20T22:22:16-08:00,Insurgency
Walter Greatshell,,Science-Fiction,9.78044E+12,2009-09-29T03:00:00-07:00,Xombies: Apocalypse Blues
Walter Greatshell,,Science-Fiction,9.78044E+12,2010-02-22T22:25:33-08:00,Xombies: Apocalypticon
Violette Malan,,Fantasy,9.78076E+12,2007-08-06T21:00:00-07:00,The Sleeping God
Violette Malan,,Fantasy,9.78076E+12,2008-09-01T21:00:00-07:00,The Soldier King
Violette Malan,,Fantasy,9.78076E+12,2010-09-06T23:29:26-07:00,The Storm Witch
Victoria Laurie,,Fantasy:Detective,9.78045E+12,2007-04-03T03:00:00-07:00,What's a Ghoul to Do?
Victoria Laurie,,Fantasy:Detective,9.78045E+12,2008-02-22T02:00:00-08:00,Demons Are a Ghoul's Best Friend
